CCTV Junction No.,camera_count,location,latitude,longitude,traffic_volume,average_speed,accident_count,pedestrian_density,congestion_level,weather_risk,night_time_risk,officer_present,speed_risk,traffic_volume_norm,accident_count_norm,pedestrian_density_norm,congestion_level_norm,weather_risk_norm,night_time_risk_norm,speed_risk_norm,risk_score,risk_category,risk_reason
434,2,Gajanan Highschool T-Point,21.174186167597952,79.0742719790521,2989,69,2,84,5,0,3,1,29,0.5529542920847269,0.2222222222222222,0.8314606741573034,0.4444444444444444,0.0,0.6,1.0,49.86,MEDIUM,"High pedestrian density, Unsafe speed pattern"
435,2,Chamat Chakki Chowk,21.112134721134737,79.072087986599,1272,55,7,36,6,1,5,0,15,0.1701226309921962,0.7777777777777778,0.29213483146067415,0.5555555555555556,0.2,1.0,0.5172413793103449,50.62,MEDIUM,High incident risk
436,1,Buland Get Motha Tajbagh,21.1100928167338,79.08886116769892,2537,53,0,30,3,1,4,0,13,0.45217391304347826,0.0,0.2247191011235955,0.2222222222222222,0.2,0.8,0.4482758620689655,25.23,LOW,No major risk factors
437,2,Shitala Mata Mandir Chowk,21.184116295775095,79.12370214488877,3923,27,4,48,4,1,2,0,13,0.7612040133779264,0.4444444444444444,0.42696629213483145,0.3333333333333333,0.2,0.4,0.4482758620689655,47.44,MEDIUM,Heavy traffic volume
438,1,Tukdoji Chowk to P.F. Office Road,21.108731560763704,79.05217138118533,3067,25,2,55,6,2,1,0,15,0.570345596432553,0.2222222222222222,0.5056179775280899,0.5555555555555556,0.4,0.2,0.5172413793103449,42.16,MEDIUM,No major risk factors
439,1,Buggewar Ashirwad nagar chowk,21.198623207114846,79.10170242288386,2073,60,3,75,7,3,1,1,20,0.3487179487179487,0.3333333333333333,0.7303370786516854,0.6666666666666666,0.6,0.2,0.6896551724137931,48.83,MEDIUM,High pedestrian density
440,1,Reshimbagh N.I.T. Garden Area,21.18474906725878,79.08485979459937,4194,33,1,45,1,5,2,0,7,0.8216276477146043,0.1111111111111111,0.39325842696629215,0.0,1.0,0.4,0.2413793103448276,35.08,LOW,"Heavy traffic volume, Weather-related risk"
441,1,Shahensha Chowk,21.10976185367703,79.04005424052541,3791,25,3,84,7,3,1,1,15,0.7317725752508362,0.3333333333333333,0.8314606741573034,0.6666666666666666,0.6,0.2,0.5172413793103449,56.28,MEDIUM,"Heavy traffic volume, High pedestrian density"
442,2,Budhwari Bajar Main Road,21.110180525690225,79.13179449795328,1746,27,1,91,1,3,2,0,13,0.2758082497212932,0.1111111111111111,0.9101123595505618,0.0,0.6,0.4,0.4482758620689655,31.98,LOW,High pedestrian density
443,1,Tupkar Chowk,21.218396749420144,79.11961390324105,4219,60,3,74,5,2,0,1,20,0.8272017837235228,0.3333333333333333,0.7191011235955056,0.4444444444444444,0.4,0.0,0.6896551724137931,52.89,MEDIUM,"Heavy traffic volume, High pedestrian density"
444,1,Old  Ayodhya  Nagar  Bus  Stop  to  Baseshwar Putala Chowk,21.144912495490736,79.09876777519877,4339,59,6,72,6,2,3,0,19,0.8539576365663322,0.6666666666666666,0.6966292134831461,0.5555555555555556,0.4,0.6,0.6551724137931034,67.41,MEDIUM,Heavy traffic volume
445,1,Mahakalkar Building to old Ayodhya Nagar Bus Stop,21.14447705764803,79.12758725936413,859,15,3,44,2,1,3,0,25,0.07803790412486064,0.3333333333333333,0.38202247191011235,0.1111111111111111,0.2,0.6,0.8620689655172413,31.58,LOW,Unsafe speed pattern
446,1,Boolywood Center Point Hotel,21.1975359480709,79.13009413014397,2876,54,2,40,10,0,5,0,14,0.5277591973244147,0.2222222222222222,0.33707865168539325,1.0,0.0,1.0,0.4827586206896552,47.11,MEDIUM,High congestion
447,1,Behine Shri. Binzani College gate Budhwar Bajar,21.213669829286065,79.10625444650725,3509,58,1,37,9,4,4,1,18,0.6688963210702341,0.1111111111111111,0.30337078651685395,0.8888888888888888,0.8,0.8,0.6206896551724138,48.8,MEDIUM,"High congestion, Weather-related risk"
448,1,Om Nagar Area,21.218320127658746,79.12555199925455,3493,33,4,10,10,4,1,1,7,0.6653288740245262,0.4444444444444444,0.0,1.0,0.8,0.2,0.2413793103448276,49.05,MEDIUM,"High congestion, Weather-related risk"
449,1,Darshan colony old building Shrikrishna nagar old building,21.190405382231074,79.10462071925039,1462,26,4,34,6,5,4,0,14,0.2124860646599777,0.4444444444444444,0.2696629213483146,0.5555555555555556,1.0,0.8,0.4827586206896552,43.79,MEDIUM,Weather-related risk
450,1,Sangharshnagar Deshpande layout,21.14515115026371,79.10202111576405,4132,22,3,52,7,0,0,1,18,0.8078037904124861,0.3333333333333333,0.47191011235955055,0.6666666666666666,0.0,0.0,0.6206896551724138,49.44,MEDIUM,Heavy traffic volume
451,1,Bhutbangala empty building,21.110020086003843,79.09279170673227,2327,22,1,93,10,5,3,0,18,0.40535117056856185,0.1111111111111111,0.9325842696629213,1.0,1.0,0.6,0.6206896551724138,54.64,MEDIUM,"High congestion, High pedestrian density, Weather-related risk"
452,1,Sangharsh Nagar Chowk,21.193257629911294,79.11290749593364,2113,67,4,76,8,1,0,0,27,0.3576365663322185,0.4444444444444444,0.7415730337078652,0.7777777777777778,0.2,0.0,0.9310344827586207,53.59,MEDIUM,"High congestion, High pedestrian density, Unsafe speed pattern"
453,1,K.D.K. college Chowk,21.167008509968298,79.02379076579396,2140,59,2,72,10,5,0,0,19,0.3636566332218506,0.2222222222222222,0.6966292134831461,1.0,1.0,0.0,0.6551724137931034,50.94,MEDIUM,"High congestion, Weather-related risk"
454,1,Opposite Area INOX Talkeis,21.15090664110964,79.13213061387984,2716,26,4,60,1,0,1,0,14,0.49208472686733556,0.4444444444444444,0.5617977528089888,0.0,0.0,0.2,0.4827586206896552,37.43,LOW,No major risk factors
455,2,Nandanvan Main Road,21.20876252621137,79.13077652916178,4812,62,1,11,8,0,0,1,22,0.9594202898550724,0.1111111111111111,0.011235955056179775,0.7777777777777778,0.0,0.0,0.7586206896551724,41.94,MEDIUM,"Heavy traffic volume, High congestion, Unsafe speed pattern"
456,1,Opposite Area of Motha Tajbagh  same As buland gate,21.11334369787674,79.00438709245519,877,47,5,91,4,4,3,0,7,0.08205128205128205,0.5555555555555556,0.9101123595505618,0.3333333333333333,0.8,0.6,0.2413793103448276,46.37,MEDIUM,"High pedestrian density, Weather-related risk"
457,1,Wathoda Chowk,21.159115012514903,79.12387251258471,4714,59,3,73,10,1,4,0,19,0.9375696767001115,0.3333333333333333,0.7078651685393258,1.0,0.2,0.8,0.6551724137931034,65.92,MEDIUM,"Heavy traffic volume, High congestion, High pedestrian density"
458,2,Opposite Area of Hasanbagh Police Chowky,21.101362437372092,79.01933048012101,4785,40,1,83,8,2,3,0,0,0.9534002229654404,0.1111111111111111,0.8202247191011236,0.7777777777777778,0.4,0.6,0.0,51.37,MEDIUM,"Heavy traffic volume, High congestion, High pedestrian density"
459,2,Hasanbagh Chowk,21.156239277039298,79.05026782813887,869,53,2,78,6,5,1,0,13,0.0802675585284281,0.2222222222222222,0.7640449438202247,0.5555555555555556,1.0,0.2,0.4482758620689655,38.55,LOW,"High pedestrian density, Weather-related risk"
460,1,Aourangjeb Chowk Hasanbagh,21.10675639308182,79.11152623844374,2696,42,1,18,9,4,3,0,2,0.48762541806020065,0.1111111111111111,0.0898876404494382,0.8888888888888888,0.8,0.6,0.06896551724137931,35.46,LOW,"High congestion, Weather-related risk"
461,2,Kharbi Chowk,21.11425814995217,79.02411398440725,4247,19,5,11,4,5,2,0,21,0.8334448160535117,0.5555555555555556,0.011235955056179775,0.3333333333333333,1.0,0.4,0.7241379310344828,52.75,MEDIUM,"Heavy traffic volume, Unsafe speed pattern, Weather-related risk"
462,1,Jaybhim Chowk Hiwari Nagar,21.114103149613253,79.12269505361786,1151,22,1,43,2,5,4,0,18,0.1431438127090301,0.1111111111111111,0.3707865168539326,0.1111111111111111,1.0,0.8,0.6206896551724138,28.63,LOW,Weather-related risk
463,1,Nadanvan Canal Road,21.177905236253928,79.12482012669366,1269,39,3,69,2,2,2,0,1,0.16945373467112598,0.3333333333333333,0.6629213483146067,0.1111111111111111,0.4,0.4,0.034482758620689655,29.34,LOW,No major risk factors
464,2,Gurudev nagar,21.189525385511853,79.07612016006412,2921,41,2,70,5,1,2,0,1,0.5377926421404682,0.2222222222222222,0.6741573033707865,0.4444444444444444,0.2,0.4,0.034482758620689655,37.55,LOW,No major risk factors
465,1,Ramana maroti Chowk Nagpur,21.170004251811662,79.00095788075753,1280,60,3,40,10,0,5,0,20,0.17190635451505018,0.3333333333333333,0.33707865168539325,1.0,0.0,1.0,0.6896551724137931,45.39,MEDIUM,High congestion
466,2,Opposite area of Vyankatesh Nagar Gate,21.215460705816948,79.04305571997624,2216,37,2,19,9,3,1,0,3,0.3806020066889632,0.2222222222222222,0.10112359550561797,0.8888888888888888,0.6,0.2,0.10344827586206896,34.16,LOW,High congestion
467,1,Shitala Mata Chowk,21.144984469542845,79.09253903775637,4483,44,5,85,3,5,0,0,4,0.8860646599777035,0.5555555555555556,0.8426966292134831,0.2222222222222222,1.0,0.0,0.13793103448275862,56.74,MEDIUM,"Heavy traffic volume, High pedestrian density, Weather-related risk"
468,1,Telephone Nagar Chowk Umred Road,21.134285450353826,79.14717792670412,1811,59,4,45,8,3,2,0,19,0.2903010033444816,0.4444444444444444,0.39325842696629215,0.7777777777777778,0.6,0.4,0.6551724137931034,48.26,MEDIUM,High congestion
469,1,Backside of Sutgirani,21.204231895382737,79.0947720290525,3859,61,5,94,4,1,3,0,21,0.7469342251950948,0.5555555555555556,0.9438202247191011,0.3333333333333333,0.2,0.6,0.7241379310344828,62.0,MEDIUM,"Heavy traffic volume, High pedestrian density, Unsafe speed pattern"
470,1,Narsala Kannad,21.126831500622338,79.03897053715963,1022,37,2,58,6,3,0,0,3,0.11438127090301003,0.2222222222222222,0.5393258426966292,0.5555555555555556,0.6,0.0,0.10344827586206896,29.41,LOW,No major risk factors
471,1,Vihirgaon Bhogali Gotal,21.215586704732875,79.09510085546493,1021,63,3,79,10,5,3,0,23,0.11415830546265329,0.3333333333333333,0.7752808988764045,1.0,1.0,0.6,0.7931034482758621,54.84,MEDIUM,"High congestion, High pedestrian density, Unsafe speed pattern, Weather-related risk"
472,1,Besa Beltarodi road,21.10145853696278,79.08099780695738,2820,61,2,58,6,2,3,0,21,0.515273132664437,0.2222222222222222,0.5393258426966292,0.5555555555555556,0.4,0.6,0.7241379310344828,45.64,MEDIUM,Unsafe speed pattern
473,1,Manewada Cement Road Jawahar Nagar Chowk,21.21638545920492,79.11697680927267,1435,34,1,12,3,3,0,0,6,0.2064659977703456,0.1111111111111111,0.02247191011235955,0.2222222222222222,0.6,0.0,0.20689655172413793,16.2,LOW,No major risk factors
474,1,Manewada  Cement  Road  Vairagade Hospital Chowk,21.10517918943407,79.01604709582405,2730,32,3,83,5,1,0,0,8,0.49520624303232996,0.3333333333333333,0.8202247191011236,0.4444444444444444,0.2,0.0,0.27586206896551724,42.63,MEDIUM,High pedestrian density
475,2,Manewada Chowk,21.20693717364377,79.1141541853753,4540,32,1,14,3,1,3,1,8,0.8987736900780379,0.1111111111111111,0.0449438202247191,0.2222222222222222,0.2,0.6,0.27586206896551724,32.07,LOW,Heavy traffic volume
476,1,Besa Chowk,21.163324133090356,79.08118998680142,4197,16,7,99,1,2,1,0,24,0.8222965440356744,0.7777777777777778,1.0,0.0,0.4,0.2,0.8275862068965517,66.06,MEDIUM,"High incident risk, Heavy traffic volume, High pedestrian density, Unsafe speed pattern"
477,1,Beltarodi T-Point Chowk,21.21915577553432,79.14444880057884,3337,18,6,70,7,3,4,0,22,0.630546265328874,0.6666666666666666,0.6741573033707865,0.6666666666666666,0.6,0.8,0.7586206896551724,67.31,MEDIUM,Unsafe speed pattern
478,2,Uday Nagar Chowk,21.10885558776825,79.0512808249058,4583,44,3,94,4,3,5,1,4,0.9083612040133779,0.3333333333333333,0.9438202247191011,0.3333333333333333,0.6,1.0,0.13793103448275862,56.7,MEDIUM,"Heavy traffic volume, High pedestrian density"
479,2,Mahalgi Nagar Chowk,21.16646251412816,79.0948932839701,2961,47,4,99,7,0,4,0,7,0.546711259754738,0.4444444444444444,1.0,0.6666666666666666,0.0,0.8,0.2413793103448276,55.68,MEDIUM,High pedestrian density
480,1,Rajapeth Hudkeshwar Road,21.216316304274294,79.1398042158265,3743,50,1,35,3,4,1,1,10,0.7210702341137124,0.1111111111111111,0.2808988764044944,0.2222222222222222,0.8,0.2,0.3448275862068966,33.75,LOW,"Heavy traffic volume, Weather-related risk"
481,1,Pipala Chowk Hudkeshwar Road,21.162771741300418,79.0153764591986,3859,32,1,81,5,1,5,0,8,0.7469342251950948,0.1111111111111111,0.797752808988764,0.4444444444444444,0.2,1.0,0.27586206896551724,45.66,MEDIUM,"Heavy traffic volume, High pedestrian density"
482,2,Gajanan Mandir Chowk Mahalgi Nagar,21.175527836576233,79.14058427308547,1185,51,2,14,5,0,0,1,11,0.15072463768115943,0.2222222222222222,0.0449438202247191,0.4444444444444444,0.0,0.0,0.3793103448275862,20.82,LOW,No major risk factors
483,2,Dighori Chowk,21.183489842678156,79.10318285834512,2660,33,3,24,2,1,5,0,7,0.47959866220735786,0.3333333333333333,0.15730337078651685,0.1111111111111111,0.2,1.0,0.2413793103448276,32.03,LOW,No major risk factors
484,1,Dighori Naka Chowky,21.154544927772132,79.01017555886578,4488,61,3,25,10,0,3,0,21,0.8871794871794871,0.3333333333333333,0.16853932584269662,1.0,0.0,0.6,0.7241379310344828,55.51,MEDIUM,"Heavy traffic volume, High congestion, Unsafe speed pattern"
485,1,Gajanan Highschool Chowk Juna Subhedar Lay- Out,21.175306969610087,79.04514453504203,4566,42,1,10,2,4,4,1,2,0.9045707915273132,0.1111111111111111,0.0,0.1111111111111111,0.8,0.8,0.06896551724137931,31.78,LOW,"Heavy traffic volume, Weather-related risk"
486,1,Sharda Chowk,21.170117717430774,79.10622581329679,2067,54,4,25,4,0,5,0,14,0.34738015607580824,0.4444444444444444,0.16853932584269662,0.3333333333333333,0.0,1.0,0.4827586206896552,37.64,LOW,No major risk factors
487,1,Sai Mandir Ayodhya Nagar,21.20813896125892,79.01010259022031,538,34,1,46,4,1,3,0,6,0.006465997770345597,0.1111111111111111,0.4044943820224719,0.3333333333333333,0.2,0.6,0.20689655172413793,20.6,LOW,No major risk factors
488,1,Swami Samartha mandir Besa,21.105453565640975,79.08732556902645,3044,63,3,12,4,3,1,1,23,0.5652173913043478,0.3333333333333333,0.02247191011235955,0.3333333333333333,0.6,0.2,0.7931034482758621,38.57,LOW,Unsafe speed pattern
489,1,Shahu Nagar T-Point Manewada Besa Road,21.13371558275107,79.05188245854295,1756,47,3,61,6,1,5,0,7,0.2780379041248606,0.3333333333333333,0.5730337078651685,0.5555555555555556,0.2,1.0,0.2413793103448276,40.9,MEDIUM,No major risk factors
490,1,Dighori Umred Road,21.21404937808919,79.09313732766512,3490,26,1,56,2,5,3,0,14,0.664659977703456,0.1111111111111111,0.5168539325842697,0.1111111111111111,1.0,0.6,0.4827586206896552,38.87,LOW,Weather-related risk
491,1,Mahalgi Nagar to New Narsala Road,21.20683165406691,79.00686130507188,2696,65,2,22,6,2,1,0,25,0.48762541806020065,0.2222222222222222,0.1348314606741573,0.5555555555555556,0.4,0.2,0.8620689655172413,38.4,LOW,Unsafe speed pattern
492,1,Besa Chowk to Pipalagoan Road,21.154678810334286,79.13073052092285,3968,29,4,89,7,2,0,0,11,0.7712374581939799,0.4444444444444444,0.8876404494382022,0.6666666666666666,0.4,0.0,0.3793103448275862,57.87,MEDIUM,"Heavy traffic volume, High pedestrian density"
493,1,Beltarodi to Shankarpur Goan Road,21.174415911736187,79.1460233453766,3208,55,2,64,10,5,1,1,15,0.6017837235228539,0.2222222222222222,0.6067415730337079,1.0,1.0,0.2,0.5172413793103449,53.98,MEDIUM,"High congestion, Weather-related risk"
494,1,Wanjari Nagar T Point,21.13328574195774,79.14533167829285,801,53,0,30,3,2,1,1,13,0.06510590858416945,0.0,0.2247191011235955,0.2222222222222222,0.4,0.2,0.4482758620689655,15.49,LOW,No major risk factors
495,2,Vima Hospital Square,21.122574539166852,79.11244777476143,1146,16,4,75,8,2,4,0,24,0.14202898550724638,0.4444444444444444,0.7303370786516854,0.7777777777777778,0.4,0.8,0.8275862068965517,53.07,MEDIUM,"High congestion, High pedestrian density, Unsafe speed pattern"
496,1,Chintamani Nagar Part-2,21.1556438085928,79.0195129360196,2259,43,0,63,2,4,3,0,3,0.39018952062430323,0.0,0.5955056179775281,0.1111111111111111,0.8,0.6,0.10344827586206896,26.44,LOW,Weather-related risk
497,1,Ramteke Nagar,21.142402267363128,79.11373947938935,4851,55,2,36,8,3,5,0,15,0.9681159420289855,0.2222222222222222,0.29213483146067415,0.7777777777777778,0.6,1.0,0.5172413793103449,55.25,MEDIUM,"Heavy traffic volume, High congestion"
498,1,Shiv Shakti Nagar,21.170038733422107,79.00368803746882,1097,24,5,47,5,3,4,0,16,0.13110367892976588,0.5555555555555556,0.4157303370786517,0.4444444444444444,0.6,0.8,0.5517241379310345,44.71,MEDIUM,No major risk factors
499,1,Venu Corner,21.1093281564358,79.00331853272935,1161,16,1,99,2,1,2,1,24,0.14537346711259755,0.1111111111111111,1.0,0.1111111111111111,0.2,0.4,0.8275862068965517,34.18,LOW,"High pedestrian density, Unsafe speed pattern"
500,1,Siddheshwar Mangal Karyalay Square,21.21692737691994,79.04854153287243,4830,65,5,67,7,5,1,0,25,0.9634336677814939,0.5555555555555556,0.6404494382022472,0.6666666666666666,1.0,0.2,0.8620689655172413,70.16,HIGH,"Heavy traffic volume, Unsafe speed pattern, Weather-related risk"
501,1,Krida Chowk,21.218345289337552,79.0732964785607,1868,25,4,71,2,0,2,0,15,0.30301003344481603,0.4444444444444444,0.6853932584269663,0.1111111111111111,0.0,0.4,0.5172413793103449,38.51,LOW,No major risk factors
502,1,TB Ward,21.183779405682372,79.11556111267117,3081,27,4,55,6,1,4,1,13,0.5734671125975473,0.4444444444444444,0.5056179775280899,0.5555555555555556,0.2,0.8,0.4482758620689655,50.2,MEDIUM,No major risk factors
503,1,Kamble Chowk,21.164331563961294,79.10249430649098,4368,24,3,98,10,1,3,1,16,0.8604236343366778,0.3333333333333333,0.9887640449438202,1.0,0.2,0.6,0.5517241379310345,66.56,MEDIUM,"Heavy traffic volume, High congestion, High pedestrian density"
504,1,Medical College Main Gate,21.13714331395436,79.06688540595651,4037,28,6,20,3,1,4,0,12,0.7866220735785954,0.6666666666666666,0.11235955056179775,0.2222222222222222,0.2,0.8,0.41379310344827586,49.89,MEDIUM,Heavy traffic volume
505,1,Manvata High School,21.197655402364834,79.04104399994225,4808,32,2,81,9,1,3,0,8,0.9585284280936455,0.2222222222222222,0.797752808988764,0.8888888888888888,0.2,0.6,0.27586206896551724,57.9,MEDIUM,"Heavy traffic volume, High congestion, High pedestrian density"
506,1,Jadu Mahal Chowk,21.18216774070647,79.14956867502366,782,65,4,17,3,3,3,0,25,0.06086956521739131,0.4444444444444444,0.07865168539325842,0.2222222222222222,0.6,0.6,0.8620689655172413,33.68,LOW,Unsafe speed pattern
507,1,Tiny Tots High School,21.119514032721387,79.0639271953354,4178,68,2,80,3,0,0,1,28,0.8180602006688963,0.2222222222222222,0.7865168539325843,0.2222222222222222,0.0,0.0,0.9655172413793104,47.81,MEDIUM,"Heavy traffic volume, High pedestrian density, Unsafe speed pattern"
508,1,Rajkamal Chowk,21.209311262139263,79.06770805364945,1986,23,5,73,5,1,1,0,17,0.32931995540691195,0.5555555555555556,0.7078651685393258,0.4444444444444444,0.2,0.2,0.5862068965517241,48.4,MEDIUM,High pedestrian density
509,1,Ulhas Nagar Garden,21.198704469150783,79.02454357317875,4582,53,3,30,7,3,4,0,13,0.9081382385730212,0.3333333333333333,0.2247191011235955,0.6666666666666666,0.6,0.8,0.4482758620689655,53.02,MEDIUM,Heavy traffic volume
510,1,Barkute Layout,21.21397598959503,79.11922143231249,4683,42,3,81,8,1,3,0,2,0.9306577480490524,0.3333333333333333,0.797752808988764,0.7777777777777778,0.2,0.6,0.06896551724137931,56.94,MEDIUM,"Heavy traffic volume, High congestion, High pedestrian density"
511,1,Narendra Nagar Garden,21.187086341006605,79.10405233386723,960,17,3,72,7,2,4,0,23,0.10055741360089186,0.3333333333333333,0.6966292134831461,0.6666666666666666,0.4,0.8,0.7931034482758621,46.39,MEDIUM,Unsafe speed pattern
512,1,Sai Krupa Society,21.173609823512297,79.03311544191831,2825,34,1,94,9,1,4,0,6,0.5163879598662208,0.1111111111111111,0.9438202247191011,0.8888888888888888,0.2,0.8,0.20689655172413793,48.22,MEDIUM,"High congestion, High pedestrian density"
513,1,Suyog Nagar Garden,21.150189164354877,79.01235715684237,4254,20,3,73,5,5,3,1,20,0.835005574136009,0.3333333333333333,0.7078651685393258,0.4444444444444444,1.0,0.6,0.6896551724137931,58.88,MEDIUM,"Heavy traffic volume, High pedestrian density, Weather-related risk"
514,1,Bhagwan Nagar Garden,21.21192741800248,79.1020748953112,2968,41,6,29,10,5,5,1,1,0.5482720178372352,0.6666666666666666,0.21348314606741572,1.0,1.0,1.0,0.034482758620689655,59.51,MEDIUM,"High congestion, Weather-related risk"
515,1,Futala Turning,21.20392766674005,79.09817668214217,2224,67,3,17,3,1,2,1,27,0.38238573021181715,0.3333333333333333,0.07865168539325842,0.2222222222222222,0.2,0.4,0.9310344827586207,34.47,LOW,Unsafe speed pattern
516,2,Futala Lake Centre,21.105426240412744,79.04098892904973,1876,16,1,67,6,4,1,0,24,0.30479375696767,0.1111111111111111,0.6404494382022472,0.5555555555555556,0.8,0.2,0.8275862068965517,40.65,MEDIUM,"Unsafe speed pattern, Weather-related risk"
517,2,Sir Vishwashourya Sqr,21.10316403693967,79.14262953433756,3243,43,3,55,5,2,1,1,3,0.60958751393534,0.3333333333333333,0.5056179775280899,0.4444444444444444,0.4,0.2,0.10344827586206896,40.48,MEDIUM,No major risk factors
518,1,Gokulpeth Market Near Police Chowki,21.14517560402537,79.02265868376713,1014,52,3,40,4,0,5,1,12,0.11259754738015608,0.3333333333333333,0.33707865168539325,0.3333333333333333,0.0,1.0,0.41379310344827586,31.45,LOW,No major risk factors
519,1,Tidke Junction,21.19726639969382,79.06485022015639,1202,17,2,18,2,1,0,0,23,0.15451505016722408,0.2222222222222222,0.0898876404494382,0.1111111111111111,0.2,0.0,0.7931034482758621,21.7,LOW,Unsafe speed pattern
520,2,VNIT Yashwant Nagar Sqr,21.218473135517794,79.14154238802514,2153,30,3,24,7,0,5,0,10,0.3665551839464883,0.3333333333333333,0.15730337078651685,0.6666666666666666,0.0,1.0,0.3448275862068966,38.14,LOW,No major risk factors
521,1,Ambazari T-Point Near Ambedkar Bhavan,21.118050026932426,79.06295909753892,2566,44,0,35,5,2,0,0,4,0.4586399108138239,0.0,0.2808988764044944,0.4444444444444444,0.4,0.0,0.13793103448275862,23.43,LOW,No major risk factors
522,1,VNIT Swimming pool,21.171295685842257,79.09577889214961,522,54,8,19,4,1,0,1,14,0.002898550724637681,0.8888888888888888,0.10112359550561797,0.3333333333333333,0.2,0.0,0.4827586206896552,39.07,LOW,High incident risk
523,1,Kruplani Chowk,21.145706902795723,79.05963915969441,2960,16,1,38,8,4,5,0,24,0.5464882943143813,0.1111111111111111,0.3146067415730337,0.7777777777777778,0.8,1.0,0.8275862068965517,47.92,MEDIUM,"High congestion, Unsafe speed pattern, Weather-related risk"
524,1,Sawarkar Garden,21.216389727737752,79.0411322803523,1804,31,1,89,9,3,1,1,9,0.2887402452619844,0.1111111111111111,0.8876404494382022,0.8888888888888888,0.6,0.2,0.3103448275862069,42.86,MEDIUM,"High congestion, High pedestrian density"
525,1,Sai Mandir Back Side,21.201054270776286,79.14759664719398,3800,55,3,45,9,4,2,0,15,0.7337792642140468,0.3333333333333333,0.39325842696629215,0.8888888888888888,0.8,0.4,0.5172413793103449,55.08,MEDIUM,"Heavy traffic volume, High congestion, Weather-related risk"
526,2,Hindustan Colony,21.200599444565338,79.06140010094725,861,26,2,93,3,4,1,1,14,0.07848383500557414,0.2222222222222222,0.9325842696629213,0.2222222222222222,0.8,0.2,0.4827586206896552,35.39,LOW,"High pedestrian density, Weather-related risk"
527,1,Sai Mandir Front Side,21.156243179175398,79.13411488055188,4227,49,2,46,3,3,1,0,9,0.8289855072463768,0.2222222222222222,0.4044943820224719,0.2222222222222222,0.6,0.2,0.3103448275862069,39.75,LOW,Heavy traffic volume
528,1,New Dhantoli-FCI,21.14977834028052,79.03449319088367,1784,57,3,95,5,3,1,1,17,0.2842809364548495,0.3333333333333333,0.9550561797752809,0.4444444444444444,0.6,0.2,0.5862068965517241,46.54,MEDIUM,High pedestrian density
529,1,Front Side of ST Stand Main Gate ST Bus Stand,21.132808848631687,79.03196570560377,1014,15,4,80,5,5,5,0,25,0.11259754738015608,0.4444444444444444,0.7865168539325843,0.4444444444444444,1.0,1.0,0.8620689655172413,52.67,MEDIUM,"High pedestrian density, Unsafe speed pattern, Weather-related risk"
530,1,Dalda Chowk Dalda Company,21.106765059598114,79.00467011243268,948,69,3,32,10,3,5,1,29,0.09788182831661092,0.3333333333333333,0.24719101123595505,1.0,0.6,1.0,1.0,48.67,MEDIUM,"High congestion, Unsafe speed pattern"
531,3,Main Gate ST Bus Stand,21.203766685150608,79.09775002380638,2355,59,7,50,2,1,5,0,19,0.4115942028985507,0.7777777777777778,0.449438202247191,0.1111111111111111,0.2,1.0,0.6551724137931034,52.53,MEDIUM,High incident risk
532,1,Godrej Anandwan Turning,21.19754812109561,79.05527895155856,4062,29,3,89,1,0,1,0,11,0.7921962095875139,0.3333333333333333,0.8876404494382022,0.0,0.0,0.2,0.3793103448275862,43.95,MEDIUM,"Heavy traffic volume, High pedestrian density"
533,1,Soukat Ali Chowk Haj House,21.219966120794336,79.12965373747595,3020,40,3,37,8,5,2,0,0,0.559866220735786,0.3333333333333333,0.30337078651685395,0.7777777777777778,1.0,0.4,0.0,44.41,MEDIUM,"High congestion, Weather-related risk"
534,1,Ganesh Chowk,21.21959642044887,79.07098148600373,3581,51,3,57,3,5,0,0,11,0.6849498327759197,0.3333333333333333,0.5280898876404494,0.2222222222222222,1.0,0.0,0.3793103448275862,43.75,MEDIUM,Weather-related risk
535,1,Modern Mill,21.166651804672316,79.14522901418721,1928,35,5,47,1,0,4,0,5,0.31638795986622076,0.5555555555555556,0.4157303370786517,0.0,0.0,0.8,0.1724137931034483,34.95,LOW,No major risk factors
536,1,Moulana Malik Chowk,21.192278489821664,79.02782882735546,4467,63,5,40,1,5,0,0,23,0.8824972129319956,0.5555555555555556,0.33707865168539325,0.0,1.0,0.0,0.7931034482758621,52.3,MEDIUM,"Heavy traffic volume, Unsafe speed pattern, Weather-related risk"
537,1,Kasibhai-Ganeshpeth,21.213371887585893,79.13029347519334,1422,45,4,23,2,3,0,1,5,0.20356744704570792,0.4444444444444444,0.14606741573033707,0.1111111111111111,0.6,0.0,0.1724137931034483,25.99,LOW,No major risk factors
538,1,Rural Entry T-Point,21.20195768688129,79.11648952791876,3637,39,4,82,6,4,4,0,1,0.6974358974358974,0.4444444444444444,0.8089887640449438,0.5555555555555556,0.8,0.8,0.034482758620689655,56.1,MEDIUM,"High pedestrian density, Weather-related risk"
539,1,Mayur Mangal Karyalay Chowk,21.129681772209185,79.11563827669661,2659,37,2,97,6,2,1,0,3,0.4793756967670011,0.2222222222222222,0.9775280898876404,0.5555555555555556,0.4,0.2,0.10344827586206896,43.28,MEDIUM,High pedestrian density
540,1,Mahavir Udyan Back Side,21.154065296237214,79.12671748421754,3047,38,6,86,3,3,2,0,2,0.565886287625418,0.6666666666666666,0.8539325842696629,0.2222222222222222,0.6,0.4,0.06896551724137931,53.15,MEDIUM,High pedestrian density
